Freq.	V(OUT)/V(INJ)
1.76603782068614e+00	(1.01607296751997e+02dB,6.71022261068554e+01°)
1.77010895831740e+00	(1.01582496288587e+02dB,6.70087200120719e+01°)
1.77418948089014e+00	(1.01557671439782e+02dB,6.69151796183816e+01°)
1.77827941003890e+00	(1.01532822160743e+02dB,6.68216049761700e+01°)
1.78237876744807e+00	(1.01507948406549e+02dB,6.67279961375551e+01°)
1.78648757485203e+00	(1.01483050132182e+02dB,6.66343531564256e+01°)
1.79060585403527e+00	(1.01458127292544e+02dB,6.65406760884132e+01°)
1.79473362683250e+00	(1.01433179842449e+02dB,6.64469649909225e+01°)
1.79887091512876e+00	(1.01408207736625e+02dB,6.63532199231301e+01°)
1.80301774085954e+00	(1.01383210929720e+02dB,6.62594409459934e+01°)
1.80717412601090e+00	(1.01358189376300e+02dB,6.61656281222469e+01°)
1.81134009261958e+00	(1.01333143030848e+02dB,6.60717815164241e+01°)
1.81551566277311e+00	(1.01308071847773e+02dB,6.59779011948484e+01°)
1.81970085860996e+00	(1.01282975781403e+02dB,6.58839872256516e+01°)
1.82389570231961e+00	(1.01257854785990e+02dB,6.57900396787716e+01°)
1.82810021614272e+00	(1.01232708815710e+02dB,6.56960586259714e+01°)
1.83231442237119e+00	(1.01207537824669e+02dB,6.56020441408249e+01°)
1.83653834334832e+00	(1.01182341766898e+02dB,6.55079962987417e+01°)
1.84077200146893e+00	(1.01157120596359e+02dB,6.54139151769634e+01°)
1.84501541917945e+00	(1.01131874266942e+02dB,6.53198008545703e+01°)
1.84926861897805e+00	(1.01106602732472e+02dB,6.52256534124933e+01°)
1.85353162341478e+00	(1.01081305946705e+02dB,6.51314729335118e+01°)
1.85780445509167e+00	(1.01055983863335e+02dB,6.50372595022658e+01°)
1.86208713666284e+00	(1.01030636435987e+02dB,6.49430132052600e+01°)
1.86637969083464e+00	(1.01005263618228e+02dB,6.48487341308664e+01°)
1.87068214036577e+00	(1.00979865363563e+02dB,6.47544223693359e+01°)
1.87499450806739e+00	(1.00954441625437e+02dB,6.46600780127999e+01°)
1.87931681680324e+00	(1.00928992357238e+02dB,6.45657011552751e+01°)
1.88364908948977e+00	(1.00903517512296e+02dB,6.44712918926772e+01°)
1.88799134909627e+00	(1.00878017043884e+02dB,6.43768503228162e+01°)
