Freq.	V(out)/V(inj)
2.04644463672464e+00	(1.11761895004456e+02dB,6.25559566462401e+00°)
2.05116217882553e+00	(1.11721279052254e+02dB,6.20543395412987e+00°)
2.05589059598411e+00	(1.11680649959682e+02dB,6.15532541457673e+00°)
2.06062991326997e+00	(1.11640007728632e+02dB,6.10527005838373e+00°)
2.06538015581049e+00	(1.11599352360924e+02dB,6.05526789860567e+00°)
2.07014134879101e+00	(1.11558683858295e+02dB,6.00531894896279e+00°)
2.07491351745487e+00	(1.11518002222405e+02dB,5.95542322383112e+00°)
2.07969668710366e+00	(1.11477307454834e+02dB,5.90558073825745e+00°)
2.08449088309725e+00	(1.11436599557084e+02dB,5.85579150797074e+00°)
2.08929613085400e+00	(1.11395878530582e+02dB,5.80605554935094e+00°)
2.09411245585086e+00	(1.11355144376681e+02dB,5.75637287947666e+00°)
2.09893988362349e+00	(1.11314397096654e+02dB,5.70674351611108e+00°)
2.10377843976644e+00	(1.11273636691705e+02dB,5.65716747770240e+00°)
2.10862814993325e+00	(1.11232863162957e+02dB,5.60764478340762e+00°)
2.11348903983661e+00	(1.11192076511467e+02dB,5.55817545307034e+00°)
2.11836113524847e+00	(1.11151276738214e+02dB,5.50875950725578e+00°)
2.12324446200018e+00	(1.11110463844112e+02dB,5.45939696721782e+00°)
2.12813904598267e+00	(1.11069637829994e+02dB,5.41008785495862e+00°)
2.13304491314654e+00	(1.11028798696633e+02dB,5.36083219317438e+00°)
2.13796208950219e+00	(1.10987946444726e+02dB,5.31163000529418e+00°)
2.14289060112002e+00	(1.10947081074903e+02dB,5.26248131548912e+00°)
2.14783047413050e+00	(1.10906202587726e+02dB,5.21338614865284e+00°)
2.15278173472433e+00	(1.10865310983689e+02dB,5.16434453041883e+00°)
2.15774440915263e+00	(1.10824406263222e+02dB,5.11535648718102e+00°)
2.16271852372698e+00	(1.10783488426685e+02dB,5.06642204606293e+00°)
2.16770410481966e+00	(1.10742557474378e+02dB,5.01754123495489e+00°)
2.17270117886371e+00	(1.10701613406532e+02dB,4.96871408250368e+00°)
2.17770977235312e+00	(1.10660656223316e+02dB,4.91994061812485e+00°)
2.18272991184296e+00	(1.10619685924840e+02dB,4.87122087198812e+00°)
2.18776162394951e+00	(1.10578702511146e+02dB,4.82255487505453e+00°)
2.19280493535041e+00	(1.10537705982220e+02dB,4.77394265904410e+00°)
2.19785987278478e+00	(1.10496696337985e+02dB,4.72538425648012e+00°)
2.20292646305342e+00	(1.10455673578304e+02dB,4.67687970065220e+00°)
2.20800473301886e+00	(1.10414637702983e+02dB,4.62842902565465e+00°)
2.21309470960560e+00	(1.10373588711773e+02dB,4.58003226636843e+00°)
2.21819641980018e+00	(1.10332526604360e+02dB,4.53168945847888e+00°)
2.22330989065136e+00	(1.10291451380381e+02dB,4.48340063848076e+00°)
2.22843514927026e+00	(1.10250363039414e+02dB,4.43516584366836e+00°)
2.23357222283049e+00	(1.10209261580983e+02dB,4.38698511215006e+00°)
2.23872113856830e+00	(1.10168147004561e+02dB,4.33885848286513e+00°)
2.24388192378272e+00	(1.10127019309565e+02dB,4.29078599555123e+00°)
2.24905460583574e+00	(1.10085878495361e+02dB,4.24276769079367e+00°)
2.25423921215239e+00	(1.10044724561263e+02dB,4.19480361000621e+00°)
2.25943577022093e+00	(1.10003557506535e+02dB,4.14689379542289e+00°)
2.26464430759302e+00	(1.09962377330396e+02dB,4.09903829011358e+00°)
2.26986485188378e+00	(1.09921184032008e+02dB,4.05123713802224e+00°)
2.27509743077203e+00	(1.09879977610493e+02dB,4.00349038390674e+00°)
2.28034207200037e+00	(1.09838758064923e+02dB,3.95579807338925e+00°)
2.28559880337539e+00	(1.09797525394324e+02dB,3.90816025294916e+00°)
2.29086765276773e+00	(1.09756279597677e+02dB,3.86057696992414e+00°)
2.29614864811232e+00	(1.09715020673920e+02dB,3.81304827251123e+00°)
2.30144181740846e+00	(1.09673748621947e+02dB,3.76557420977116e+00°)
2.30674718872002e+00	(1.09632463440611e+02dB,3.71815483164523e+00°)
2.31206479017555e+00	(1.09591165128720e+02dB,3.67079018894657e+00°)
